,year,price,mileage,engine_size,Automatic,Manual,Other_Transmission,Semi-Auto,Diesel,Hybrid,Other_Fuel,Petrol
1669,2019,29990,5376.0,2.0,1,0,0,0,0,0,0,1
1670,2019,25989,2997.0,1.5,1,0,0,0,0,0,0,1
1671,2019,26990,4042.0,2.0,1,0,0,0,0,0,0,1
1672,2019,26990,2368.0,2.0,1,0,0,0,0,0,0,1
1673,2019,28989,1409.0,2.0,1,0,0,0,1,0,0,0
1674,2017,32000,9955.0,3.0,0,0,0,1,0,0,0,1
1675,2016,18000,24857.0,2.1,0,0,0,1,1,0,0,0
1676,2019,25495,12382.0,1.5,0,0,0,1,0,0,0,1
1677,2018,26395,8793.0,2.0,0,0,0,1,1,0,0,0
1678,2019,38995,500.0,3.0,1,0,0,0,0,0,0,1
1679,2019,34995,5000.0,2.0,1,0,0,0,0,0,0,1
1680,2019,61995,100.0,4.0,1,0,0,0,0,0,0,1
1681,2018,30995,5514.0,2.0,0,0,0,1,0,0,0,1
1682,2016,21895,20651.0,2.1,0,0,0,1,1,0,0,0
1683,2019,61495,1499.0,4.0,1,0,0,0,0,0,0,1
1684,2019,63495,500.0,4.0,1,0,0,0,0,0,0,1
1685,2019,30995,5999.0,2.0,0,0,0,1,1,0,0,0
1686,2019,44160,1414.0,2.0,1,0,0,0,1,0,0,0
1687,2017,23332,13944.0,2.1,0,0,0,1,1,0,0,0
1688,2017,19895,8142.0,2.1,0,0,0,1,1,0,0,0
1689,2015,16946,29517.0,2.0,1,0,0,0,0,0,0,1
1690,2013,11552,43500.0,1.6,1,0,0,0,0,0,0,1
1691,2017,29302,23988.0,3.0,0,0,0,1,0,0,0,1
1692,2017,24202,20698.0,2.1,1,0,0,0,1,0,0,0
1693,2019,26925,9938.0,1.5,0,0,0,1,0,0,0,1
1694,2016,18232,33085.0,2.0,0,0,0,1,0,1,0,0
1695,2013,8795,75067.0,2.1,0,1,0,0,1,0,0,0
1696,2014,15999,31273.0,2.0,0,0,0,1,0,0,0,1
1697,2016,18150,41356.0,2.1,0,0,0,1,1,0,0,0
1698,2016,18150,41356.0,2.1,0,0,0,1,1,0,0,0
1699,2015,13750,61985.0,2.1,0,0,0,1,1,0,0,0
1700,2019,27990,5225.0,1.5,1,0,0,0,0,0,0,1
1701,2017,17490,37484.0,2.1,1,0,0,0,1,0,0,0
1702,2019,29890,5960.0,2.0,0,0,0,1,1,0,0,0
1703,2019,28795,11054.0,2.0,0,0,0,1,1,0,0,0
1704,2019,24595,15274.0,2.0,0,0,0,1,1,0,0,0
1705,2018,26295,10069.0,2.0,0,0,0,1,1,0,0,0
1706,2019,25338,12566.0,1.6,0,0,0,1,1,0,0,0
1707,2020,41995,100.0,2.0,0,0,0,1,0,1,0,0
1708,2019,30840,6200.0,2.0,0,0,0,1,1,0,0,0
1709,2019,27295,4200.0,1.6,0,0,0,1,1,0,0,0
1710,2016,22995,30012.0,2.1,0,0,0,1,1,0,0,0
1711,2016,18750,22557.0,2.1,0,0,0,1,1,0,0,0
1712,2016,23950,25925.0,2.1,1,0,0,0,1,0,0,0
1713,2017,36895,20699.0,4.0,0,0,0,1,0,0,0,1
1714,2019,34890,1139.0,2.0,0,0,0,1,0,1,0,0
1715,2019,31980,5133.0,1.5,0,0,0,1,0,0,0,1
1716,2019,29890,1587.0,1.6,0,0,0,1,1,0,0,0
1717,2019,31890,89.0,1.6,0,0,0,1,1,0,0,0
1718,2019,66890,1200.0,4.0,0,0,0,1,0,0,0,1
1719,2019,37995,1800.0,2.0,0,0,0,1,1,0,0,0
1720,2016,24890,25002.0,2.1,0,0,0,1,1,0,0,0
1721,2016,17979,31574.0,2.1,0,0,0,1,1,0,0,0
1722,2019,27889,6250.0,2.0,1,0,0,0,0,0,0,1
1723,2019,26981,7931.0,2.0,1,0,0,0,1,0,0,0
1724,2019,22980,7410.0,1.6,0,1,0,0,1,0,0,0
1725,2019,29990,6542.0,2.0,1,0,0,0,1,0,0,0
1726,2017,26949,28058.0,2.0,1,0,0,0,0,0,0,1
1727,2018,24750,22000.0,2.1,1,0,0,0,1,0,0,0
1728,2017,21490,54000.0,2.1,0,0,0,1,1,0,0,0
1729,2016,36981,20500.0,4.0,0,0,0,1,0,0,0,1
1730,2019,34989,4131.0,2.0,1,0,0,0,1,0,0,0
1731,2017,18981,25688.0,2.1,0,0,0,1,1,0,0,0
1732,2017,23990,29000.0,2.0,0,0,0,1,0,0,0,1
1733,2019,25995,4235.0,1.6,1,0,0,0,1,0,0,0
1734,2018,26595,10040.0,2.0,0,0,0,1,1,0,0,0
1735,2019,33995,4788.0,2.0,1,0,0,0,0,0,0,1
1736,2019,26795,7140.0,2.0,0,0,0,1,1,0,0,0
1737,2019,27195,4114.0,2.0,1,0,0,0,1,0,0,0
1738,2019,27995,5783.0,2.0,1,0,0,0,1,0,0,0
1739,2019,32995,6638.0,2.0,1,0,0,0,0,0,0,1
1740,2019,27889,10111.0,2.0,0,0,0,1,1,0,0,0
1741,2019,31890,3150.0,2.0,1,0,0,0,0,0,0,1
1742,2019,23490,16926.0,1.5,1,0,0,0,0,0,0,1
1743,2018,21189,10264.0,2.1,1,0,0,0,1,0,0,0
1744,2019,31980,1873.0,2.0,1,0,0,0,1,0,0,0
1745,2019,32499,1950.0,2.0,1,0,0,0,0,0,0,1
1746,2019,30889,8500.0,2.0,1,0,0,0,1,0,0,0
1747,2019,33000,2850.0,2.0,1,0,0,0,0,0,0,1
1748,2019,28980,2950.0,2.0,1,0,0,0,0,0,0,1
1749,2019,30890,5250.0,2.0,1,0,0,0,1,0,0,0
1750,2018,20889,8493.0,1.5,0,0,0,1,0,0,0,1
1751,2018,43750,11938.0,4.0,0,0,0,1,0,0,0,1
1752,2017,22489,33412.0,2.0,1,0,0,0,0,0,0,1
1753,2019,37950,1820.0,2.0,1,0,0,0,1,0,0,0
1754,2019,59950,152.0,4.0,1,0,0,0,0,0,0,1
1755,2019,46950,1436.0,3.0,1,0,0,0,0,0,0,1
1756,2019,31950,3000.0,1.5,1,0,0,0,0,0,0,1
1757,2016,23950,25925.0,2.1,1,0,0,0,1,0,0,0
1758,2016,20895,35999.0,2.1,0,0,0,1,1,0,0,0
1759,2016,31495,28968.0,3.0,1,0,0,0,0,0,0,1
1760,2019,42995,101.0,3.0,0,0,0,1,0,0,0,1
1761,2014,13295,38644.0,1.6,0,0,0,1,0,0,0,1
1762,2019,27495,20400.0,2.0,0,0,0,1,1,0,0,0
1763,2019,28995,100.0,2.0,0,0,0,1,1,0,0,0
1764,2016,35995,31719.0,4.0,1,0,0,0,0,0,0,1
1765,2019,30995,4829.0,2.0,1,0,0,0,0,0,0,1
1766,2019,30995,5862.0,2.0,1,0,0,0,0,0,0,1
1767,2019,29995,2343.0,2.0,1,0,0,0,1,0,0,0
1768,2019,31995,2568.0,2.0,1,0,0,0,0,0,0,1
1769,2019,31995,1687.0,2.0,1,0,0,0,0,0,0,1
1770,2019,29995,3457.0,2.0,1,0,0,0,1,0,0,0
1771,2019,30890,7265.0,2.0,1,0,0,0,1,0,0,0
1772,2019,29990,4850.0,2.0,1,0,0,0,1,0,0,0
1773,2019,35000,1250.0,2.0,1,0,0,0,0,0,0,1
1774,2019,32499,1300.0,1.5,0,0,0,1,0,0,0,1
1775,2018,45895,41083.0,4.0,0,0,0,1,0,0,0,1
1776,2019,23995,6099.0,1.5,1,0,0,0,0,0,0,1
1777,2017,17099,15465.0,2.1,0,0,0,1,1,0,0,0
1778,2018,29099,4898.0,2.0,0,0,0,1,1,0,0,0
1779,2019,23589,13142.0,2.0,0,0,0,1,1,0,0,0
1780,2019,23389,14339.0,2.0,0,0,0,1,1,0,0,0
1781,2019,25899,3780.0,2.0,0,0,0,1,0,0,0,1
1782,2019,23489,14100.0,2.0,0,0,0,1,1,0,0,0
1783,2017,35149,9422.0,3.0,0,0,0,1,0,0,0,1
1784,2016,40999,19500.0,4.0,0,0,0,1,0,0,0,1
1785,2015,15849,28500.0,2.1,0,0,0,1,1,0,0,0
1786,2019,35049,1000.0,1.5,0,0,0,1,0,0,0,1
1787,2019,24950,6224.0,1.5,1,0,0,0,0,0,0,1
1788,2017,20889,25599.0,2.1,1,0,0,0,1,0,0,0
1789,2019,23949,12076.0,1.5,1,0,0,0,0,0,0,1
1790,2019,29949,2323.0,2.0,1,0,0,0,0,0,0,1
1791,2014,13950,39204.0,2.1,0,0,0,1,1,0,0,0
1792,2019,39950,6641.0,3.0,0,0,0,1,0,0,0,1
1793,2019,28950,2950.0,2.0,1,0,0,0,1,0,0,0
1794,2019,28950,10021.0,2.0,0,0,0,1,1,0,0,0
1795,2019,25950,1090.0,1.5,1,0,0,0,0,0,0,1
1796,2019,32499,3250.0,2.0,1,0,0,0,0,0,0,1
1797,2019,32499,1800.0,2.0,1,0,0,0,0,0,0,1
1798,2019,42490,8806.0,3.0,0,0,0,1,0,0,0,1
1799,2019,31890,2850.0,2.0,1,0,0,0,1,0,0,0
1800,2019,29889,980.0,2.0,1,0,0,0,1,0,0,0
1801,2019,26499,890.0,1.6,0,1,0,0,1,0,0,0
1802,2019,27890,4985.0,1.6,1,0,0,0,1,0,0,0
1803,2019,30989,1000.0,1.6,0,0,0,1,1,0,0,0
1804,2019,35099,2512.0,1.5,0,0,0,1,0,0,0,1
1805,2019,33699,6225.0,2.0,0,0,0,1,1,0,0,0
1806,2019,31599,5800.0,1.5,0,0,0,1,0,0,0,1
1807,2019,30599,2259.0,1.6,0,0,0,1,1,0,0,0
1808,2019,31299,4831.0,2.0,0,0,0,1,1,0,0,0
1809,2016,19099,5690.0,2.1,0,0,0,1,1,0,0,0
1810,2019,24199,9361.0,1.5,0,0,0,1,0,0,0,1
1811,2017,15250,45431.0,2.1,0,0,0,1,1,0,0,0
1812,2019,26949,608.0,2.0,1,0,0,0,0,0,0,1
1813,2019,26949,4971.0,2.0,1,0,0,0,0,0,0,1
1814,2019,28749,5099.0,2.1,1,0,0,0,1,0,0,0
1815,2019,27950,1498.0,1.5,1,0,0,0,0,0,0,1
1816,2019,31950,2323.0,2.0,1,0,0,0,1,0,0,0
1817,2019,24599,9888.0,1.5,0,0,0,1,0,0,0,1
1818,2017,17599,21516.0,2.1,0,0,0,1,1,0,0,0
1819,2019,25699,6184.0,1.5,0,0,0,1,0,0,0,1
1820,2019,30399,9829.0,2.0,0,0,0,1,1,0,0,0
1821,2016,15199,39721.0,2.1,0,0,0,1,1,0,0,0
1822,2016,20299,35207.0,2.1,0,0,0,1,1,0,0,0
1823,2017,22999,26935.0,2.1,0,0,0,1,1,0,0,0
1824,2019,31299,1000.0,2.0,0,0,0,1,1,0,0,0
1825,2019,36539,1000.0,2.0,0,0,0,1,1,0,0,0
1826,2015,16699,48000.0,2.1,0,0,0,1,1,0,0,0
1827,2017,24499,19169.0,2.1,0,0,0,1,1,0,0,0
1828,2019,33799,5669.0,2.0,0,0,0,1,1,0,0,0
1829,2016,21099,9272.0,2.1,0,0,0,1,1,0,0,0
1830,2016,16499,35459.0,2.1,0,0,0,1,1,0,0,0
1831,2019,32495,7499.0,1.5,1,0,0,0,0,0,0,1
1832,2019,34995,5999.0,2.0,1,0,0,0,1,0,0,0
1833,2020,54995,1499.0,3.0,0,0,0,1,0,0,0,1
1834,2017,18495,29979.0,2.0,0,0,0,1,0,0,0,1
1835,2017,18795,37756.0,2.1,0,0,0,1,1,0,0,0
1836,2019,23495,12449.0,1.5,1,0,0,0,0,0,0,1
1837,2019,33995,18.0,2.0,0,0,0,1,0,0,0,1
1838,2019,30995,16.0,2.0,0,0,0,1,0,0,0,1
1839,2018,26595,9055.0,2.0,1,0,0,0,1,0,0,0
1840,2019,30950,1218.0,2.0,1,0,0,0,1,0,0,0
1841,2019,41750,10004.0,4.0,0,0,0,1,0,0,0,1
1842,2019,26949,6296.0,1.6,1,0,0,0,1,0,0,0
1843,2019,28950,4320.0,2.0,1,0,0,0,0,0,0,1
1844,2019,40890,5367.0,3.0,0,0,0,1,0,0,0,1
1845,2016,18950,32720.0,2.1,1,0,0,0,1,0,0,0
1846,2019,20599,12091.0,1.5,0,0,0,1,0,0,0,1
1847,2019,25799,13571.0,2.0,0,0,0,1,1,0,0,0
1848,2019,28749,13741.0,2.0,0,0,0,1,1,0,0,0
1849,2019,30949,2983.0,2.0,0,0,0,1,1,0,0,0
1850,2019,20699,13628.0,2.0,0,0,0,1,1,0,0,0
1851,2019,29799,9959.0,2.0,0,0,0,1,1,0,0,0
1852,2019,29995,9.0,2.0,0,0,0,1,1,0,0,0
1853,2019,33789,1000.0,2.0,0,0,0,1,1,0,0,0
1854,2016,19599,68770.0,2.1,0,0,0,1,0,1,0,0
1855,2017,34849,5376.0,3.0,0,0,0,1,0,0,0,1
1856,2017,15699,15252.0,2.0,0,1,0,0,0,0,0,1
1857,2019,29649,9809.0,2.0,0,0,0,1,1,0,0,0
1858,2017,21449,35782.0,2.1,0,0,0,1,1,0,0,0
1859,2015,16999,32119.0,2.1,0,0,0,1,1,0,0,0
1860,2019,24039,1066.0,1.6,0,1,0,0,0,0,0,1
1861,2016,17799,47309.0,2.1,0,0,0,1,1,0,0,0
1862,2017,20099,28408.0,2.1,0,0,0,1,1,0,0,0
1863,2018,28389,5454.0,2.0,0,0,0,1,1,0,0,0
1864,2018,22849,8641.0,1.5,0,0,0,1,0,0,0,1
1865,2019,20249,14426.0,1.5,0,0,0,1,0,0,0,1
1866,2019,25749,13807.0,2.0,0,0,0,1,1,0,0,0
1867,2019,24049,12880.0,2.0,0,0,0,1,1,0,0,0
1868,2019,25799,7144.0,1.5,0,0,0,1,0,0,0,1
1869,2019,25299,10061.0,1.5,0,0,0,1,0,0,0,1
1870,2019,19849,14009.0,1.5,0,0,0,1,0,0,0,1
1871,2019,19849,13938.0,1.5,0,0,0,1,0,0,0,1
1872,2019,25949,10272.0,1.5,0,0,0,1,0,0,0,1
1873,2019,26449,7382.0,1.5,0,0,0,1,0,0,0,1
1874,2016,20199,34400.0,2.1,0,0,0,1,1,0,0,0
1875,2017,23999,21212.0,2.1,0,0,0,1,1,0,0,0
1876,2019,31199,2000.0,1.5,0,0,0,1,0,0,0,1
1877,2019,24249,15764.0,1.5,0,0,0,1,0,0,0,1
1878,2019,23199,2000.0,1.6,0,1,0,0,1,0,0,0
1879,2019,25499,16121.0,2.0,0,0,0,1,1,0,0,0
1880,2019,20999,12394.0,2.0,0,0,0,1,1,0,0,0
1881,2018,18449,6501.0,1.6,0,0,0,1,1,0,0,0
1882,2019,29749,8559.0,2.0,0,0,0,1,1,0,0,0
1883,2019,28799,2000.0,2.0,0,0,0,1,1,0,0,0
1884,2017,27699,33475.0,3.0,0,0,0,1,0,0,0,1
1885,2017,22399,19906.0,2.0,0,0,0,1,0,0,0,1
1886,2019,34499,3822.0,2.0,0,0,0,1,0,0,0,1
1887,2019,30249,10525.0,2.0,0,0,0,1,1,0,0,0
1888,2019,21449,20480.0,1.5,0,0,0,1,0,0,0,1
1889,2019,19899,13516.0,1.5,0,0,0,1,0,0,0,1
1890,2019,19599,15669.0,1.5,0,0,0,1,0,0,0,1
1891,2019,25749,13894.0,2.0,0,0,0,1,1,0,0,0
1892,2019,26299,8214.0,1.5,0,0,0,1,0,0,0,1
1893,2015,14899,46000.0,2.1,0,0,0,1,1,0,0,0
1894,2019,29699,5766.0,2.0,0,0,0,1,1,0,0,0
1895,2019,25599,15391.0,2.0,0,0,0,1,1,0,0,0
1896,2018,23899,11896.0,1.5,0,0,0,1,0,0,0,1
1897,2019,26499,11700.0,1.5,0,0,0,1,0,0,0,1
1898,2019,24399,15028.0,1.5,0,0,0,1,0,0,0,1
1899,2019,28299,5005.0,2.0,0,0,0,1,1,0,0,0
1900,2019,20299,14496.0,1.5,0,0,0,1,0,0,0,1
1901,2019,29999,5979.0,2.0,0,0,0,1,0,0,0,1
1902,2019,20849,10776.0,2.0,0,0,0,1,1,0,0,0
1903,2019,29649,2874.0,2.0,0,0,0,1,1,0,0,0
1904,2019,20999,13731.0,2.0,0,0,0,1,1,0,0,0
1905,2019,25699,14936.0,2.0,0,0,0,1,1,0,0,0
1906,2019,25699,15067.0,2.0,0,0,0,1,1,0,0,0
1907,2017,14999,35600.0,2.0,0,0,0,1,0,0,0,1
1908,2019,29999,6266.0,2.0,0,0,0,1,1,0,0,0
1909,2016,14499,42500.0,2.1,0,0,0,1,1,0,0,0
1910,2016,19499,26000.0,2.1,0,0,0,1,1,0,0,0
1911,2019,24299,9063.0,2.0,0,0,0,1,1,0,0,0
1912,2019,23499,15242.0,2.0,0,0,0,1,1,0,0,0
1913,2019,25500,7000.0,2.0,0,0,0,1,1,0,0,0
1914,2016,30500,18648.0,3.0,1,0,0,0,0,0,0,1
1915,2019,67000,2800.0,4.0,1,0,0,0,0,0,0,1
1916,2017,22000,46512.0,2.1,0,0,0,1,1,0,0,0
1917,2017,20600,29543.0,2.1,0,0,0,1,1,0,0,0
1918,2020,34500,100.0,2.0,0,0,0,1,1,0,0,0
1919,2020,34500,100.0,2.0,0,0,0,1,1,0,0,0
1920,2020,30500,100.0,2.0,0,0,0,1,1,0,0,0
1921,2020,34500,100.0,2.0,0,0,0,1,1,0,0,0
1922,2020,34500,100.0,2.0,0,0,0,1,1,0,0,0
1923,2019,24648,10651.0,2.1,0,0,0,1,1,0,0,0
1924,2017,27799,9880.0,2.0,0,0,0,1,0,0,0,1
1925,2017,43949,14263.0,4.0,0,0,0,1,0,0,0,1
1926,2017,20500,40782.0,2.1,0,0,0,1,1,0,0,0
1927,2018,23389,12745.0,2.0,0,0,0,1,1,0,0,0
1928,2019,22800,19526.0,1.5,0,0,0,1,0,0,0,1
1929,2019,28400,8820.0,2.0,1,0,0,0,1,0,0,0
1930,2017,19000,21657.0,2.1,0,0,0,1,1,0,0,0
1931,2019,27850,10936.0,2.0,0,0,0,1,1,0,0,0
1932,2019,26500,5678.0,2.0,0,0,0,1,1,0,0,0
1933,2019,25399,13654.0,1.5,0,0,0,1,0,0,0,1
1934,2019,20849,10925.0,2.0,0,0,0,1,1,0,0,0
1935,2019,20449,13810.0,2.0,0,0,0,1,1,0,0,0
1936,2019,29799,9168.0,2.0,0,0,0,1,1,0,0,0
1937,2019,28499,1867.0,2.0,0,0,0,1,0,0,0,1
1938,2019,30149,10837.0,2.0,0,0,0,1,1,0,0,0
1939,2019,26099,9445.0,1.5,0,0,0,1,0,0,0,1
1940,2019,19799,14380.0,1.5,0,0,0,1,0,0,0,1
1941,2019,19799,14160.0,1.5,0,0,0,1,0,0,0,1
1942,2019,25549,15012.0,2.0,0,0,0,1,1,0,0,0
1943,2019,25699,11805.0,1.5,0,0,0,1,0,0,0,1
1944,2019,26399,9961.0,2.0,0,0,0,1,1,0,0,0
1945,2019,23549,17549.0,1.5,0,0,0,1,0,0,0,1
1946,2019,25299,10211.0,1.5,0,0,0,1,0,0,0,1
1947,2020,31000,100.0,2.0,0,0,0,1,1,0,0,0
1948,2020,30500,700.0,2.0,0,0,0,1,1,0,0,0
1949,2020,30500,100.0,2.0,0,0,0,1,1,0,0,0
1950,2016,17399,36074.0,1.6,0,0,0,1,1,0,0,0
1951,2019,26799,2277.0,1.5,0,0,0,1,0,0,0,1
1952,2019,31499,9486.0,2.0,0,0,0,1,1,0,0,0
1953,2019,25249,10597.0,1.5,0,0,0,1,0,0,0,1
1954,2019,31999,2570.0,2.0,0,0,0,1,1,0,0,0
1955,2019,28999,5789.0,2.0,0,0,0,1,1,0,0,0
1956,2019,28999,4606.0,2.0,0,0,0,1,1,0,0,0
1957,2019,20299,14029.0,1.5,0,0,0,1,0,0,0,1
1958,2019,20249,14481.0,1.5,0,0,0,1,0,0,0,1
1959,2019,25549,8597.0,1.5,0,0,0,1,0,0,0,1
1960,2019,19749,14536.0,1.5,0,0,0,1,0,0,0,1
1961,2019,26249,3696.0,2.0,0,0,0,1,0,0,0,1
1962,2019,29199,11242.0,2.0,0,0,0,1,1,0,0,0
1963,2019,35199,2086.0,1.5,0,0,0,1,0,0,0,1
1964,2019,27699,1714.0,1.5,0,0,0,1,0,0,0,1
1965,2019,32549,1000.0,2.0,1,0,0,0,1,0,0,0
1966,2019,33199,3268.0,2.0,1,0,0,0,0,0,0,1
1967,2019,26799,4793.0,1.6,0,0,0,1,1,0,0,0
1968,2019,25199,4292.0,1.5,0,0,0,1,0,0,0,1
1969,2019,25199,5910.0,1.6,0,0,0,1,0,0,0,1
1970,2019,27699,5307.0,1.6,1,0,0,0,1,0,0,0
1971,2019,30999,5831.0,2.0,0,0,0,1,0,0,0,1
1972,2019,25699,7521.0,1.5,0,0,0,1,0,0,0,1
1973,2019,25389,1839.0,1.5,0,0,0,1,0,0,0,1
1974,2019,29299,2758.0,2.0,0,0,0,1,0,0,0,1
1975,2019,40649,11300.0,3.0,0,0,0,1,0,0,0,1
1976,2015,16199,21539.0,2.1,0,0,0,1,1,0,0,0
1977,2019,40749,7749.0,3.0,0,0,0,1,0,0,0,1
1978,2019,29399,283.0,1.6,0,0,0,1,0,0,0,1
1979,2017,42299,18804.0,4.0,0,0,0,1,0,0,0,1
1980,2019,38699,3668.0,3.0,0,0,0,1,0,0,0,1
1981,2019,33599,1000.0,2.0,0,0,0,1,0,0,0,1
1982,2019,24299,5098.0,1.5,1,0,0,0,0,0,0,1
1983,2019,27299,2584.0,1.6,1,0,0,0,1,0,0,0
1984,2019,31199,4842.0,1.5,1,0,0,0,0,0,0,1
1985,2019,34039,1000.0,1.5,0,0,0,1,0,0,0,1
1986,2019,32399,5415.0,2.0,1,0,0,0,0,0,0,1
1987,2019,38289,1000.0,2.0,0,0,0,1,1,0,0,0
1988,2019,33719,1000.0,2.0,1,0,0,0,1,0,0,0
1989,2019,32069,1000.0,2.0,1,0,0,0,1,0,0,0
1990,2019,30759,1000.0,2.0,1,0,0,0,1,0,0,0
1991,2019,31899,4388.0,1.5,0,0,0,1,0,0,0,1
1992,2019,31499,3624.0,2.0,0,0,0,1,1,0,0,0
1993,2018,23249,8724.0,1.5,1,0,0,0,0,0,0,1
1994,2018,22899,11124.0,1.5,1,0,0,0,0,0,0,1
1995,2016,18699,38265.0,2.1,0,0,0,1,1,0,0,0
1996,2019,30499,1488.0,2.0,0,0,0,1,1,0,0,0
1997,2019,28589,7621.0,2.0,1,0,0,0,1,0,0,0
1998,2019,31499,6618.0,2.0,0,0,0,1,1,0,0,0
1999,2019,29799,6012.0,1.5,1,0,0,0,0,0,0,1
2000,2019,29399,8545.0,2.0,0,0,0,1,1,0,0,0
2001,2019,26249,10785.0,2.0,0,0,0,1,1,0,0,0
2002,2019,19799,14272.0,1.5,0,0,0,1,0,0,0,1
2003,2019,30049,2011.0,2.0,0,0,0,1,0,0,0,1
2004,2019,23849,15499.0,1.5,0,0,0,1,0,0,0,1
2005,2019,20549,13243.0,2.0,0,0,0,1,1,0,0,0
2006,2016,18349,33456.0,2.1,0,0,0,1,1,0,0,0
2007,2019,34499,2838.0,2.0,0,0,0,1,0,0,0,1
2008,2019,27699,5012.0,1.6,0,0,0,1,1,0,0,0
2009,2019,23799,14507.0,1.5,0,0,0,1,0,0,0,1
2010,2018,22949,10577.0,1.5,1,0,0,0,0,0,0,1
2011,2018,27449,7322.0,2.0,1,0,0,0,1,0,0,0
2012,2019,25899,11151.0,1.5,0,0,0,1,0,0,0,1
2013,2019,20999,13070.0,2.0,0,0,0,1,1,0,0,0
2014,2019,26999,8714.0,2.0,0,0,0,1,1,0,0,0
2015,2019,29799,11576.0,2.0,0,0,0,1,1,0,0,0
2016,2019,25349,9172.0,1.5,0,0,0,1,0,0,0,1
2017,2019,20699,14593.0,2.0,0,0,0,1,1,0,0,0
2018,2016,16499,35459.0,2.1,0,0,0,1,1,0,0,0
2019,2020,48879,1000.0,3.0,0,0,0,1,0,0,0,1
2020,2019,36199,9800.0,3.0,0,0,0,1,0,0,0,1
2021,2019,29849,2303.0,2.0,0,0,0,1,0,0,0,1
2022,2019,24999,11842.0,1.5,0,0,0,1,0,0,0,1
2023,2019,25649,8108.0,1.5,0,0,0,1,0,0,0,1
2024,2019,25149,15184.0,1.5,0,0,0,1,0,0,0,1
2025,2019,26049,9785.0,1.5,0,0,0,1,0,0,0,1
2026,2019,29249,12972.0,2.0,0,0,0,1,1,0,0,0
2027,2019,30499,9426.0,2.0,0,0,0,1,1,0,0,0
2028,2019,31699,3723.0,2.0,0,0,0,1,1,0,0,0
2029,2019,25549,14874.0,2.0,0,0,0,1,1,0,0,0
2030,2019,24799,19484.0,2.0,0,0,0,1,1,0,0,0
2031,2019,31779,1000.0,1.6,0,0,0,1,1,0,0,0
2032,2019,35499,1023.0,1.5,0,0,0,1,0,0,0,1
2033,2019,31899,1733.0,2.0,0,0,0,1,1,0,0,0
2034,2019,29099,7027.0,2.0,0,0,0,1,0,0,0,1
2035,2019,25199,5856.0,2.0,0,0,0,1,1,0,0,0
2036,2019,35299,100.0,2.0,0,0,0,1,1,0,0,0
2037,2019,32399,2008.0,1.5,0,0,0,1,0,0,0,1
2038,2019,29699,1906.0,1.5,0,0,0,1,0,0,0,1
2039,2019,66699,630.0,4.0,0,0,0,1,0,0,0,1
2040,2019,36599,124.0,2.0,0,0,0,1,0,0,0,1
2041,2019,33699,2200.0,2.0,0,0,0,1,1,0,0,0
2042,2019,49499,358.0,3.0,0,0,0,1,0,0,0,1
2043,2020,33469,1000.0,1.6,0,0,0,1,1,0,0,0
2044,2013,12999,23790.0,2.1,1,0,0,0,1,0,0,0
2045,2016,19999,17807.0,2.0,0,0,0,1,0,0,0,1
2046,2019,25399,13636.0,1.5,0,0,0,1,0,0,0,1
2047,2019,26249,8588.0,1.5,0,0,0,1,0,0,0,1
2048,2019,20249,10918.0,1.5,0,0,0,1,0,0,0,1
2049,2019,19849,14085.0,1.5,0,0,0,1,0,0,0,1
2050,2019,25599,12187.0,1.5,0,0,0,1,0,0,0,1
2051,2019,24799,13012.0,1.5,0,0,0,1,0,0,0,1
2052,2019,24799,12999.0,1.5,0,0,0,1,0,0,0,1
2053,2017,37199,5376.0,3.0,0,0,0,1,0,0,0,1
2054,2016,18349,22000.0,2.1,0,0,0,1,1,0,0,0
2055,2019,27199,5926.0,2.0,0,0,0,1,1,0,0,0
2056,2019,29249,1768.0,2.0,0,0,0,1,1,0,0,0
2057,2018,17999,15998.0,2.1,0,0,0,1,1,0,0,0
2058,2019,25199,15238.0,2.0,0,0,0,1,1,0,0,0
2059,2019,29749,10.0,2.0,0,0,0,1,1,0,0,0
2060,2019,43049,7351.0,3.0,0,0,0,1,0,0,0,1
2061,2019,41949,8315.0,3.0,0,0,0,1,0,0,0,1
2062,2019,40649,11130.0,3.0,0,0,0,1,0,0,0,1
2063,2016,21999,20801.0,2.1,0,0,0,1,1,0,0,0
2064,2017,17890,26514.0,2.1,0,0,0,1,1,0,0,0
2065,2019,29427,3085.0,2.0,0,0,0,1,0,0,0,1
2066,2019,27690,8070.0,2.0,0,0,0,1,0,0,0,1
2067,2020,33800,2406.0,1.5,0,0,0,1,0,0,0,1
2068,2020,29990,99.0,2.0,0,0,0,1,1,0,0,0
2069,2020,33990,99.0,2.0,0,0,0,1,1,0,0,0
2070,2019,29000,9809.0,2.0,0,0,0,1,1,0,0,0
2071,2019,30200,4589.0,2.0,0,0,0,1,1,0,0,0
2072,2019,30132,7165.0,2.0,0,0,0,1,1,0,0,0
2073,2019,30000,8750.0,2.0,0,0,0,1,1,0,0,0
2074,2019,33599,1000.0,2.0,0,0,0,1,0,0,0,1
2075,2019,31999,1000.0,2.0,0,0,0,1,1,0,0,0
2076,2019,33799,2014.0,2.0,0,0,0,1,1,0,0,0
2077,2015,15991,35000.0,2.1,0,0,0,1,1,0,0,0
2078,2017,14990,76982.0,2.0,0,0,0,1,0,1,0,0
